2.470000000000000068e-05 2.000000000000000000e+00 3.180000000000000000e+02 7.810000000000000275e-01 4.243224103226225785e-02
2.930000000000000069e-05 2.000000000000000000e+00 3.180000000000000000e+02 7.880000000000000338e-01 2.100208490602778477e-02
5.000000000000000240e-05 2.000000000000000000e+00 3.180000000000000000e+02 8.229999999999999538e-01 2.182936717749738020e-02
8.000000000000000654e-05 2.000000000000000000e+00 3.180000000000000000e+02 7.620000000000000107e-01 1.465122112180414736e-02
1.299999999999999886e-04 2.000000000000000000e+00 3.180000000000000000e+02 7.229999999999999760e-01 1.458059958643676685e-02
2.000000000000000096e-04 2.000000000000000000e+00 3.180000000000000000e+02 6.790000000000000480e-01 1.422533358905864360e-02
3.200000000000000262e-04 2.000000000000000000e+00 3.180000000000000000e+02 6.270000000000000018e-01 1.464914083589887589e-02
5.000000000000000104e-04 2.000000000000000000e+00 3.180000000000000000e+02 5.749999999999999556e-01 1.567853249669751495e-02
1.000000000000000021e-03 2.000000000000000000e+00 3.180000000000000000e+02 5.100000000000000089e-01 1.184496272683033778e-02
3.200000000000000153e-03 2.000000000000000000e+00 3.180000000000000000e+02 4.259999999999999898e-01 1.117216979999856481e-02
3.089999999999999892e-05 2.700000000000000178e+00 3.180000000000000000e+02 8.449999999999999734e-01 3.406136199566893452e-02
3.660000000000000194e-05 2.700000000000000178e+00 3.180000000000000000e+02 8.659999999999999920e-01 2.613455428049232809e-02
4.089999999999999804e-05 2.700000000000000178e+00 3.180000000000000000e+02 9.370000000000000551e-01 8.136095691374332917e-02
5.000000000000000240e-05 2.700000000000000178e+00 3.180000000000000000e+02 8.830000000000000071e-01 2.156220189822922323e-02
8.000000000000000654e-05 2.700000000000000178e+00 3.180000000000000000e+02 8.890000000000000124e-01 1.348762721089221198e-02
1.299999999999999886e-04 2.700000000000000178e+00 3.180000000000000000e+02 8.050000000000000488e-01 1.084123121467299097e-02
2.000000000000000096e-04 2.700000000000000178e+00 3.180000000000000000e+02 7.810000000000000275e-01 1.572372386332194366e-02
3.200000000000000262e-04 2.700000000000000178e+00 3.180000000000000000e+02 6.999999999999999556e-01 1.260019444294412268e-02
5.000000000000000104e-04 2.700000000000000178e+00 3.180000000000000000e+02 6.450000000000000178e-01 1.189513609632105069e-02
8.000000000000000383e-04 2.700000000000000178e+00 3.180000000000000000e+02 5.939999999999999725e-01 1.329074170390802390e-02
1.299999999999999940e-03 2.700000000000000178e+00 3.180000000000000000e+02 5.669999999999999485e-01 1.152698588964174917e-02
2.000000000000000042e-03 2.700000000000000178e+00 3.180000000000000000e+02 4.809999999999999831e-01 1.468098363121490488e-02
5.000000000000000104e-03 2.700000000000000178e+00 3.180000000000000000e+02 4.530000000000000138e-01 1.100790000000000102e-02
4.059999999999999753e-05 3.500000000000000000e+00 3.180000000000000000e+02 8.060000000000000497e-01 6.057394320365813017e-02
4.319999999999999974e-05 3.500000000000000000e+00 3.180000000000000000e+02 8.810000000000000053e-01 4.699241116967717985e-02
4.600000000000000004e-05 3.500000000000000000e+00 3.180000000000000000e+02 9.649999999999999689e-01 4.256142318461637181e-02
5.119999999999999768e-05 3.500000000000000000e+00 3.180000000000000000e+02 9.399999999999999467e-01 3.265603833902697151e-02
5.310000000000000321e-05 3.500000000000000000e+00 3.180000000000000000e+02 8.800000000000000044e-01 3.671583157168035322e-02
8.000000000000000654e-05 3.500000000000000000e+00 3.180000000000000000e+02 9.519999999999999574e-01 2.072519524057614415e-02
1.299999999999999886e-04 3.500000000000000000e+00 3.180000000000000000e+02 9.180000000000000382e-01 1.236815509605211985e-02
2.000000000000000096e-04 3.500000000000000000e+00 3.180000000000000000e+02 8.539999999999999813e-01 1.148113991901501124e-02
3.200000000000000262e-04 3.500000000000000000e+00 3.180000000000000000e+02 7.910000000000000364e-01 1.127667532741809600e-02
5.000000000000000104e-04 3.500000000000000000e+00 3.180000000000000000e+02 7.489999999999999991e-01 1.239498825574272128e-02
8.000000000000000383e-04 3.500000000000000000e+00 3.180000000000000000e+02 6.590000000000000302e-01 1.067213826091097974e-02
1.299999999999999940e-03 3.500000000000000000e+00 3.180000000000000000e+02 6.229999999999999982e-01 1.182420519020200428e-02
2.000000000000000042e-03 3.500000000000000000e+00 3.180000000000000000e+02 5.679999999999999494e-01 7.491358007731307826e-03
8.000000000000000167e-03 3.500000000000000000e+00 3.180000000000000000e+02 4.620000000000000218e-01 7.778356911327739993e-03
5.220000000000000166e-05 4.500000000000000000e+00 3.180000000000000000e+02 9.160000000000000364e-01 7.063120322237190218e-02
5.920000000000000240e-05 4.500000000000000000e+00 3.180000000000000000e+02 9.709999999999999742e-01 4.041343527417583931e-02
6.179999999999999784e-05 4.500000000000000000e+00 3.180000000000000000e+02 9.699999999999999734e-01 4.841981170967107201e-02
6.830000000000000676e-05 4.500000000000000000e+00 3.180000000000000000e+02 1.080000000000000071e+00 3.189604063202829826e-02
7.320000000000000389e-05 4.500000000000000000e+00 3.180000000000000000e+02 1.018999999999999906e+00 2.997679090579910208e-02
8.179999999999999609e-05 4.500000000000000000e+00 3.180000000000000000e+02 1.080000000000000071e+00 1.691509639582346736e-01
1.299999999999999886e-04 4.500000000000000000e+00 3.180000000000000000e+02 1.020000000000000018e+00 1.744229824306418875e-02
2.000000000000000096e-04 4.500000000000000000e+00 3.180000000000000000e+02 9.609999999999999654e-01 1.380833609309970421e-02
3.200000000000000262e-04 4.500000000000000000e+00 3.180000000000000000e+02 8.930000000000000160e-01 1.320221299366132646e-02
5.000000000000000104e-04 4.500000000000000000e+00 3.180000000000000000e+02 7.970000000000000417e-01 1.187663717303850258e-02
8.000000000000000383e-04 4.500000000000000000e+00 3.180000000000000000e+02 7.199999999999999734e-01 1.269917540630099116e-02
1.299999999999999940e-03 4.500000000000000000e+00 3.180000000000000000e+02 6.650000000000000355e-01 1.222497193248311964e-02
2.000000000000000042e-03 4.500000000000000000e+00 3.180000000000000000e+02 6.149999999999999911e-01 1.120347037752142220e-02
3.200000000000000153e-03 4.500000000000000000e+00 3.180000000000000000e+02 5.719999999999999529e-01 9.745342460888688912e-03
7.540000000000000315e-05 6.500000000000000000e+00 3.180000000000000000e+02 1.116999999999999993e+00 8.494709725176015358e-02
8.030000000000000028e-05 6.500000000000000000e+00 3.180000000000000000e+02 1.084999999999999964e+00 5.047536148706614073e-02
8.550000000000000471e-05 6.500000000000000000e+00 3.180000000000000000e+02 1.096999999999999975e+00 4.015949045518381333e-02
9.509999999999999411e-05 6.500000000000000000e+00 3.180000000000000000e+02 1.084000000000000075e+00 4.047212389188390574e-02
9.859999999999999787e-05 6.500000000000000000e+00 3.180000000000000000e+02 1.177000000000000046e+00 3.606271147071445776e-02
1.299999999999999886e-04 6.500000000000000000e+00 3.180000000000000000e+02 1.112999999999999989e+00 2.136061295398613072e-02
2.000000000000000096e-04 6.500000000000000000e+00 3.180000000000000000e+02 1.112000000000000099e+00 1.527088186582556580e-02
3.200000000000000262e-04 6.500000000000000000e+00 3.180000000000000000e+02 1.000999999999999890e+00 1.274929810695474980e-02
5.000000000000000104e-04 6.500000000000000000e+00 3.180000000000000000e+02 9.330000000000000515e-01 1.513244317154371563e-02
8.000000000000000383e-04 6.500000000000000000e+00 3.180000000000000000e+02 8.489999999999999769e-01 1.221232717011790612e-02
1.299999999999999940e-03 6.500000000000000000e+00 3.180000000000000000e+02 7.580000000000000071e-01 1.201376197533478470e-02
